,name_track,name_artist,genre,type,year,id,popularity
94,Ok Love You Bye,Olivia Dean,pop,track,2019,66YywMJbAgzQrGkFKjnSsK,76
95,Hollywood's Bleeding,Post Malone,pop,track,2019,7sWRlDoTDX8geTR8zzr2vt,75
96,Holmenkollen Hills,Amara,pop,track,2019,2TCOqFDW6MND5uJkynuse2,43
97,False Confidence,Noah Kahan,pop,track,2019,7nDFTHHwfe32a8qdp9XqPy,77
98,Dance Monkey,Tones And I,pop,track,2019,2XU0oxnq2qxCpomAAuJY8K,76
99,Happiness is a butterfly,Lana Del Rey,pop,track,2019,3lG6OtGDsYAOALxEmubQQm,77
100,skittles,Karpe,pop,track,2019,4xdOjt8F7VlOuu3kpDHEWN,43
101,Sunnanvind,Mares,pop,track,2019,4GK4mydvnsodLEHWb4zJV4,62
102,Walls,Ruben,pop,track,2019,57cVWZMZVXpacFiPOnAxSH,47
103,Jealous,Eyedress,pop,track,2019,1aXV8GrmQLvgoFtBPERP7E,83
104,wish you were gay,Billie Eilish,pop,track,2019,3Fj47GNK2kUF0uaEDgXLaD,77
105,Heads Will Roll - A-Trak Remix Radio Edit,Yeah Yeah Yeahs,pop,track,2019,5qGIfWDRdyO67LCTqA2sEn,72
106,Touch,Cigarettes After Sex,pop,track,2019,1v7ptGUBS2DbbRmfIG0hU2,78
107,Hurt Somebody,Noah Kahan,pop,track,2019,2Zg0aB5oVQlbQE1vzQmIIY,73
108,Despacito - Remix,Luis Fonsi,pop,track,2019,1vnnXMrBeEWiRg3YCMCjQq,73
109,ily (i love you baby) (feat. Emilee),Surf Mesa,pop,track,2019,62aP9fBQKYKxi7PDXwcUAS,77
110,I Don't Care (with Justin Bieber),Ed Sheeran,pop,track,2019,3HVWdVOQ0ZA45FuZGSfvns,77
111,Sprint,06 Boys,pop,track,2019,1wbm612Jt38EXw6CNuiIPE,42
112,Slide Away,Miley Cyrus,pop,track,2019,6QQtHdz4PNJWQX4nrAQGC9,69
113,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,pop,track,2019,7Feaw9WAEREY0DUOSXJLOM,73
114,Would That I,Hozier,pop,track,2019,0L3oQdYUvVbsOOPJSkZ3C3,72
115,Wow.,Post Malone,pop,track,2019,7xQAfvXzm3AkraOtGPWIZg,79
116,Peer Pressure,James Bay,pop,track,2019,4RE3vueod5PL48rvHtuu9C,65
117,Don't Start Now,Dua Lipa,pop,track,2019,6WrI0LAC5M1Rw2MnX2ZvEg,76
118,Grace,Lewis Capaldi,pop,track,2019,0pEkK8MqbmGSX7fT8WLMbR,69
119,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,pop,track,2019,7CZyCXKG6d5ALeq41sLzbw,76
120,Señorita,Shawn Mendes,pop,track,2019,6v3KW9xbzN5yKLt9YKDYA2,81
121,Power,Ruben,pop,track,2019,7yuWNNEypticZS0yPAMPt9,43
122,YKWIM?,Yot Club,pop,track,2019,2vWBUC9djv6BtiGlmKiQaH,81
123,Goodbyes (feat. Young Thug),Post Malone,pop,track,2019,0t3ZvGKlmYmVsDzBJAXK8C,78
124,This City,Sam Fischer,pop,track,2019,3H3r2nKWa3Yk5gt8xgmsEt,70
125,all the good girls go to hell,Billie Eilish,pop,track,2019,6IRdLKIyS4p7XNiP8r6rsx,76
126,"thank u, next",Ariana Grande,pop,track,2019,3e9HZxeyfWwjeyPAMmWSSQ,81
127,You Don't Know Me (feat. RAYE),Jax Jones,pop,track,2019,4DJORZgsbqnEJ4f4B9TBGV,72
128,Breaking Me,Topic,pop,track,2019,3H7ihDc1dqLriiWXwsc2po,75
129,Stand Up (From Harriet),Cynthia Erivo,pop,track,2019,3wNNbf63xkxw9rIVWtFy7a,71
130,Härifrån,Dizzy,pop,track,2019,0vNopIwcSU0WMHXQ6Oq40W,56
131,Golden,Harry Styles,pop,track,2019,45S5WTQEGOB1VHr1Q4FuPl,77
132,Blah Blah Blah,Armin van Buuren,pop,track,2019,1moFkZDqcjQNeXtyoanLHv,71
133,Beautiful People (feat. Khalid),Ed Sheeran,pop,track,2019,4evmHXcjt3bTUHD1cvny97,73
134,Bags,Clairo,pop,track,2019,6UFivO2zqqPFPoQYsEMuCc,82
135,DANCE,CLMD,pop,track,2019,6TfeXwJihJRuBW3mFpib6J,54
136,Norman fucking Rockwell,Lana Del Rey,pop,track,2019,3RIgHHpnFKj5Rni1shokDj,76
137,Naked,James Arthur,pop,track,2019,2fmyrECK6bdfoGven0UMZx,75
138,På oss,Dree Low,pop,track,2019,3qJGyK60hT7NlkwLcHCVPP,56
139,Praying To A God - LUKE Remix,Mr. Probz,pop,track,2019,4qB9e24mvDa5rG93OnmiC8,70
140,Kingston,Faye Webster,pop,track,2019,5WbfFTuIldjL9x7W6y5l7R,82
141,Ma chérie,Hov1,pop,track,2019,102vyskJwrkuJy9tlCLD25,57
142,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,Benjamin Ingrosso,pop,track,2019,5dsk3uLRghh1WmuN21LEW8,57
143,Sofia,Clairo,pop,track,2019,7B3z0ySL9Rr0XvZEAjWZzM,81
144,Falling In Love,Cigarettes After Sex,pop,track,2019,3g7ngtg7xK3N9nKwAjDfH3,76
145,Tills mitt hjärta går under,Myra Granberg,pop,track,2019,71q2qYTo4BzqNGpy5S7vV3,54
146,All For Us,Labrinth,pop,track,2019,76YSWx6L6FNsuaP6GWBb8P,76
147,Ballin' (with Roddy Ricch),Mustard,pop,track,2019,3QzAOrNlsabgbMwlZt7TAY,77
148,TESLA,Macky,pop,track,2019,4LZi20EAgNBhTR3OBWLzdr,51
149,Simple,Florida Georgia Line,pop,track,2019,4L9Ds4mpD3SuYoWwFUlv16,71
150,No Cap,Adel,pop,track,2019,3G69nPByVZKPtgsesLKbx4,54
151,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,pop,track,2019,2Rk4JlNc2TPmZe2af99d45,76
152,"Genius (feat. Sia, Diplo, and Labrinth)",Sia,pop,track,2019,4xigPf2sigSPmuFH3qCelB,76
153,Movement,Hozier,pop,track,2019,0SFq19lgG4qbQAZaNZ3xhO,68
154,"break up with your girlfriend, i'm bored",Ariana Grande,pop,track,2019,4kV4N9D1iKVxx1KLvtTpjS,77
155,Gbona,Burna Boy,pop,track,2019,7rpWDu9GPlLxbLorYKVys7,69
156,Turn Me On (feat. Vula),Riton,pop,track,2019,0qaWEvPkts34WF68r8Dzx9,70
157,The Search,NF,pop,track,2019,3oLe5ZILASG8vU5dxIMfLY,76
158,Paper Rings,Taylor Swift,pop,track,2019,4y5bvROuBDPr5fuwXbIBZR,79
159,Takeaway,The Chainsmokers,pop,track,2019,3g0mEQx3NTanacLseoP0Gw,72
160,Mariners Apartment Complex,Lana Del Rey,pop,track,2019,6OG05bPAwUuV3OMvy2Vy1P,72
161,Moulaga,Heuss L'enfoiré,pop,track,2019,5BfCoUcWNXcpyJfjXRIeyC,71
162,Say So,Doja Cat,pop,track,2019,3Dv1eDb0MEgF93GpLXlucZ,78
163,bloodline,Ariana Grande,pop,track,2019,2hloaUoRonYssMuqLCBLTX,80
164,Why Why Why Why Why,SAULT,pop,track,2019,4zwq3QUKgMNk0NSLl7fpbP,72
165,Cradles,Sub Urban,pop,track,2019,47UFoOuvrkt4khE7c5aap6,76
166,BOP,DaBaby,pop,track,2019,6Ozh9Ok6h4Oi1wUSLtBseN,77
167,Taste (feat. Offset),Tyga,pop,track,2019,2toVe5hfuIi97ytDPDbQFt,76
168,boyfriend (with Social House),Ariana Grande,pop,track,2019,0Ryd8975WihbObpp5cPW1t,80
169,OUT WEST (feat. Young Thug),JACKBOYS,pop,track,2019,6gi6y1xwmVszDWkUqab1qw,78
170,Tror jag hittar hem,Lars Winnerbäck,pop,track,2019,3sPZOuqxS1jzwTDKZHrsWa,54
171,Écoute Chérie,Vendredi sur Mer,pop,track,2019,1zyUz3eZ3sytdaR9lfW17q,72
172,Pure Water (with Migos),Mustard,pop,track,2019,3j84U36KvLeXNDPv4t5pI8,75
173,Money In The Grave (Drake ft. Rick Ross),Drake,pop,track,2019,5ry2OE6R2zPQFDO85XkgRb,76
174,Dancing With A Stranger (with Normani),Sam Smith,pop,track,2019,6Qs4SXO9dwPj5GKvVOv8Ki,74
175,Beautiful People (feat. Khalid),Ed Sheeran,pop,track,2019,70eFcWOvlMObDhURTqT4Fv,73
176,Alors On Danse - DubDogz Remix,Stromae,pop,track,2019,19eIZmuXlBmLTha1lPHef7,73
177,All Of The Girls You Loved Before,Taylor Swift,pop,track,2019,4P9Q0GojKVXpRTJCaL3kyy,76
178,Nights Like This (feat. Ty Dolla $ign),Kehlani,pop,track,2019,6ZRuF2n1CQxyxxAAWsKJOy,75
179,Pluto Projector,Rex Orange County,pop,track,2019,4EWBhKf1fOFnyMtUzACXEc,77
180,Power Over Me,Dermot Kennedy,pop,track,2019,4tViDtaHuSLnh7HVJTrKhs,69
181,Nykter,Bolaget,pop,track,2019,4BnhXcMQQ3wud386D8y4ip,58
182,Daylight,Taylor Swift,pop,track,2019,1fzAuUVbzlhZ1lJAx9PtY6,81
183,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,track,2019,4vUmTMuQqjdnvlZmAH61Qk,74
184,When I R.I.P.,Labrinth,pop,track,2019,2t16D9V5FmmRAJjsSpwvZf,68
185,Lose Control,MEDUZA,pop,track,2019,7CHi4DtfK4heMlQaudCuHK,73
186,Miss Americana & The Heartbreak Prince,Taylor Swift,pop,track,2019,214nt20w5wOxJnY462klLw,77
187,How to disappear,Lana Del Rey,pop,track,2019,4qUtC2BwFC154Ha8YQRrkk,74
188,xanny,Billie Eilish,pop,track,2019,4QIo4oxwzzafcBWkKjDpXY,73
189,GATTI,JACKBOYS,pop,track,2019,40mjsnRjCpycdUw3xhS20g,72
190,ROXANNE,Arizona Zervas,pop,track,2019,696DnlkuDOXcMAnKlTgXXK,76
191,My Oh My (feat. DaBaby),Camila Cabello,pop,track,2019,3yOlyBJuViE2YSGn3nVE1K,76
192,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,pop,track,2019,6osaMSJh9NguagEDQcZaKx,77
193,Heaven,Avicii,pop,track,2019,0vrmHPfoBadXVr2n0m1aqZ,70
194,Kill This Love,BLACKPINK,pop,track,2019,6hvczQ05jc1yGlp9zhb95V,75
195,RITMO (Bad Boys For Life),Black Eyed Peas,pop,track,2019,6cy3ki60hLwimwIje7tALf,72
196,What Would I Do?,Strawberry Guy,pop,track,2019,5EJA7Rwkeuvm98CZg0XXNO,76
197,Lalala,Y2K,pop,track,2019,51Fjme0JiitpyXKuyQiCDo,75
198,I'm Not Alone - 2019 Edit,Calvin Harris,pop,track,2019,5v98VA4TXznJNrw0XRphIb,63
199,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,pop,track,2019,4lJNen4SMTIJMahALc3DcB,71
200,The Archer,Taylor Swift,pop,track,2019,3pHkh7d0lzM2AldUtz2x37,77
201,Let's Fall in Love for the Night,FINNEAS,pop,track,2019,4pfhgOylRLcBll5JjUsJZj,72
202,One Thing Right,Marshmello,pop,track,2019,7gZXCjAy6nxKCQWLEeX4LZ,76
203,bad idea!,girl in red,pop,track,2019,57j65yC2HggQfmYNc6rdOK,74
204,Gbona,Burna Boy,pop,track,2019,1PlYxNrefqOBvk52umixt9,68
205,Teacher's Pet,Melanie Martinez,pop,track,2019,5o5akY9xnEk6lpMkD8RwD9,75
206,Hate Myself,NF,pop,track,2019,5PdEiev2BkKiZtZFcNKjfM,70
207,I Think I'm OKAY (with YUNGBLUD & Travis Barker),mgk,pop,track,2019,2gTdDMpNxIRFSiu7HutMCg,72
208,Fem Komma Tvåan,Bolaget,pop,track,2019,5EllBvCDyUTSymM2iCCMCz,57
209,Strip That Down (feat. Quavo),Liam Payne,pop,track,2019,29JrmE89KgRyCxBIzq2Ocw,73
210,Light On,Maggie Rogers,pop,track,2019,6UnCGAEmrbGIOSmGRZQ1M2,72
211,Vindar på Mars,Hov1,pop,track,2019,1ZdxC3zKhv7A8W0QOhcaAy,55
212,Toucha Fame,Einár,pop,track,2019,68DubWf6CNqogfxcnnsGDW,53
213,Please Me,Cardi B,pop,track,2019,0PG9fbaaHFHfre2gUVo7AN,80
214,Afterglow,Taylor Swift,pop,track,2019,1SymEzIT3H8UZfibCs3TYi,76
215,Dö ung,Hov1,pop,track,2019,2OQgPPnwvacwYPs4CwRKjK,56
216,Harleys In Hawaii,Katy Perry,pop,track,2019,5nCthAh3jt4xKuLJAifAaR,74
217,Paradise,Bazzi,pop,track,2019,0Rx0DJI556Ix5gBny6EWmn,72
218,Only Human,Jonas Brothers,pop,track,2019,0DiDStADDVh3SvAsoJAFMk,73
219,Dance Monkey,Tones And I,pop,track,2019,5ZULALImTm80tzUbYQYM9d,71
220,Skrrt,K27,pop,track,2019,6wLJRKIGK763S9Tk9pP02H,52
221,When I Grow Up,NF,pop,track,2019,5rLyYxZNzca00ENADO9m54,73
222,The Search,NF,pop,track,2019,2OKo7g3KfmCt3kyLvUAL0g,71
223,Rules,Doja Cat,pop,track,2019,1TMWcbxL5YF8rKsFHv5hAP,74
224,Rescue Me,OneRepublic,pop,track,2019,0mjAU3yKR1QnXnHtjGJqTM,68
225,Starta vågen,Aden x Asme,pop,track,2019,6yMlFbOT0gNy7Qlsrn2jD7,53
226,La bandite,Jul,pop,track,2019,0goer5e8B6SJaTV2B51k6f,74
227,8,Billie Eilish,pop,track,2019,6X29iaaazwho3ab7GNue5r,69
228,WHAT TO DO? (feat. Don Toliver),JACKBOYS,pop,track,2019,4AO1XhrgJczQ9bNVxdfKQe,71
229,Shrike,Hozier,pop,track,2019,3ieUtb4ecQgEYxae8dzEUi,65
230,Яд,Erika Lundmoen,pop,track,2019,59vIllaE2ottAAAtAiAuLt,75
231,Alaska,Maggie Rogers,pop,track,2019,4HfLQJtVT1KiX1eVedDyTm,73
232,Neon,Hov1,pop,track,2019,3ohk7UW328iwdvQLz9sxCv,56
233,En timme till,Veronica Maggio,pop,track,2019,2J46misMwPFMdxwa7iY1GK,52
234,On the Low,Burna Boy,pop,track,2019,1zIk8RJEKGvoH4FioFnGyJ,69
235,Piece Of Your Heart,MEDUZA,pop,track,2019,1DFD5Fotzgn6yYXkYsKiGs,71
236,False God,Taylor Swift,pop,track,2019,5hQSXkFgbxjZo9uCwd11so,74
237,VALENTINO,24kGoldn,pop,track,2019,6piAUJJQFD8oHDUr0b7l7q,69
238,I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,pop,track,2019,0hVXuCcriWRGvwMV1r5Yn9,73
239,Dove - Doll Ver,antihoney,pop,track,2019,2NHHKv9F4mYLSMfMl0jayB,71
240,RÄKNA MINA DAGAR,1.Cuz,pop,track,2019,39YxFKLZ1xbu1f9gQiwkFz,50
241,Juliet,Cavetown,pop,track,2019,45ROR8UMn60YEVQnDy0uVF,74
242,Supalonely,BENEE,pop,track,2019,4nK5YrxbMGZstTLbvj6Gxw,69
243,Nasty Thug,Dizzy,pop,track,2019,0qHhl5F97tC5e5DhUV4siI,52
244,Afterwork,Bolaget,pop,track,2019,34k4kdNgdN7zdwJT8Kol0U,54
245,Zemër,Soolking,pop,track,2019,68av1mZz0VsIYXJWATZWUW,64
246,Cornelia Street,Taylor Swift,pop,track,2019,12M5uqx0ZuwkpLp5rJim1a,75
247,Baila Baila Baila,Ozuna,pop,track,2019,5PXsZaT8cOxb4mXrA20PMQ,73
248,Soldi,Mahmood,pop,track,2019,4szQkW1CDHqbRZGltXJdd3,64
249,Truth Hurts,Lizzo,pop,track,2019,3HWzoMvoF3TQfYg4UPszDq,74
250,All In,Emil Assergård,pop,track,2019,2teYRTKrdMYON0Qf7bbMRv,52
251,Don't Let Me Go,Cigarettes After Sex,pop,track,2019,0nEGX81PCOQyGsXmllrOjI,71
252,Boy With Luv (feat. Halsey),BTS,pop,track,2019,4a9tbd947vo9K8Vti9JwcI,78
253,Jubel,Klingande,pop,track,2019,6atPq2Ddqi9itmoZHb5Vsi,64
254,Hate Me (with Juice WRLD),Ellie Goulding,pop,track,2019,6kls8cSlUyHW2BUOkDJIZE,71
255,London Boy,Taylor Swift,pop,track,2019,1LLXZFeAHK9R4xUramtUKw,74
256,Piece Of Your Heart - Alok Remix,MEDUZA,pop,track,2019,6iW38RGqdDGOofmz2HeXLW,72
257,There Was This Girl,Riley Green,pop,track,2019,7grWGhX8SHNmyGOkMNVMCt,75
258,Nr 1,Einár,pop,track,2019,0pHeYnigEgjN0vbQhUwXqd,50
259,Orphans,Coldplay,pop,track,2019,03T4ttRCiLXST6MZjeMwmR,67
260,Ensammast i världen,Hov1,pop,track,2019,1eItY0Aesi3PVzxsV8S8Ze,51
261,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,pop,track,2019,0KoiMHhqKLoL4xM54rcWYY,76
262,In My Bed,Rotimi,pop,track,2019,6XM53PbvlzhuNtJZtpl7RP,71
263,Dumebi,Rema,pop,track,2019,0SjQBdIddPvKSWxr8vk6QX,69
264,Melody,Lost Frequencies,pop,track,2019,0CUxFIIT6vrDyBdGFC1ZbM,63
265,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,pop,track,2019,6MF4tRr5lU8qok8IKaFOBE,73
266,La Cintura,Alvaro Soler,pop,track,2019,6VUJQqyeQhAZHkQbSDqLtI,69
267,Fuck it I love you,Lana Del Rey,pop,track,2019,7MtVPRGtZl6rPjMfLoI3Lh,70
268,Andromeda,Weyes Blood,pop,track,2019,51EMSRpNm9Rg5rGViVCczv,70
269,Kiss It Off Me,Cigarettes After Sex,pop,track,2019,5Mx79iNnXkMynfRIiIbiGQ,70
270,Ghost,Confetti,pop,track,2019,30uCmqegKQnH5AbOE51gPD,70
271,Stars Will Fall,Duster,pop,track,2019,0PgT8DiJmpqTnf9SnFnHM0,70
272,Right Side of My Neck,Faye Webster,pop,track,2019,3cxZT78mZDyLsLPJKcTu3U,76
273,All Day And Night,Jax Jones,pop,track,2019,5naYe7rLMZcLfO1DKg48MK,66
274,Love You For A Long Time,Maggie Rogers,pop,track,2019,6QTPacyXkZWG9FMwq6L1hJ,70
275,Me Rehúso,Danny Ocean,pop,track,2019,6ifUES3keWjwXgae8pXI3o,83
276,Sous la lune,Jul,pop,track,2019,6hKkzk8UlVUj9ioPCyeH1O,77
